Tweet Content,Date,User,Source,Tweet ID,Tweet URL
"JUST IN: @NYGovCuomo announced the total #coronavirus hospitalization rate is continuing to trend downward, and said ""if the data holds, we are past the high point"" https://t.co/rbnZ366YkS",2020-04-19 23:09:40,v_shakthi,Twitter for Android,1252011513205813248,https://twitter.com/statuses/1252011513205813248
"If anyone wants an impression of Trade Union bureaucracy in Ireland today, consider this: the rep in a large retailer admires Trump for ""telling it like it is"". It's same union who said ""ask your employer"" about early measures 4 #coronavirus. Marxists need to take this seriously.",2020-04-19 23:09:38,elonjlerlow,Twitter for Android,1252011504066535430,https://twitter.com/statuses/1252011504066535430
#Amazon growing more due to #Coronavirus https://t.co/PCTsP47TlC,2020-04-19 23:09:37,masterled_pty,Twitter for Android,1252011501176729600,https://twitter.com/statuses/1252011501176729600
"We wonder why Covid19 lives on metal surfaces for days
#coronavirus https://t.co/f306lqP7GN",2020-04-19 23:09:36,Schmidt_Josiah,Twitter for Android,1252011493731827716,https://twitter.com/statuses/1252011493731827716
It was only six weeks ago that Industrial Relations Minister Christian Porter said casual workers would be prepared to weather the #coronavirus because they are paid more by the hour. https://t.co/OfL5LxVCFO,2020-04-19 23:09:35,ErykBagshaw,Twitter Web App,1252011490229366786,https://twitter.com/statuses/1252011490229366786
The camel urine will probably kill him before #coronavirus. #COVIDIOT. It may be time to pull Sadeq Islamic Medical Institute’s accreditation. 👇😂🤡 https://t.co/kUJHQptMoF,2020-04-19 23:09:34,AdrianCalamel,Twitter for iPhone,1252011487981441026,https://twitter.com/statuses/1252011487981441026
Explain to me how the China Deal that @realDonaldTrump is talking about at the #coronavirus briefing related to the virus? Worse President in history!,2020-04-19 23:09:34,oliverarthurcpa,Twitter for Android,1252011485305413633,https://twitter.com/statuses/1252011485305413633
"""Fire Fauci!""

Protesters in Austin, Texas called for the director of the National Institute of Allergy and Infectious Diseases to be ousted as they pressured Governor Greg Abbott to ease #coronavirus restrictions https://t.co/9Nw7D40qJQ",2020-04-19 23:09:26,v_shakthi,Twitter for Android,1252011455714451456,https://twitter.com/statuses/1252011455714451456
Where is god now? Why is this all happening? Give me a reason to believe. #God #coronavirus https://t.co/0KNMjU341J,2020-04-19 23:09:26,ReBiE88,Twitter for iPhone,1252011452451471364,https://twitter.com/statuses/1252011452451471364
"""#Fauci walks back #coronavirus comments that sparked fears of his firing"" https://t.co/RPoUDcWYxE",2020-04-19 23:09:20,Sharonema,Twitter Web App,1252011426786562049,https://twitter.com/statuses/1252011426786562049
Lies lies every time he opens his mouth he lies. @realDonaldTrump #coronavirus smh,2020-04-19 23:09:17,MommaDonna77,Twitter for iPhone,1252011417936560134,https://twitter.com/statuses/1252011417936560134
"Monday, 20 April – coronavirus cases in Queensland:

• 0 new confirmed cases
• 1,019 confirmed cases
• 85,870 tests conducted

Sadly, six Queenslanders have died from coronavirus. 738 patients have recovered.

#coronavirus https://t.co/sKWudh5Ejs",2020-04-19 23:09:15,AnnastaciaMP,Twitter Media Studio,1252011407379361793,https://twitter.com/statuses/1252011407379361793
"@AngrierWHStaff How does #coronavirus #COVID19 kill?
Clinicians trace a ferocious rampage through the body, from brain to toes
https://t.co/r6RlCpRS3v",2020-04-19 23:09:14,4seasonspix,Twitter Web App,1252011405584134144,https://twitter.com/statuses/1252011405584134144
"Prayers & condolences to #Offset, who lost his great uncle due to the #coronavirus 🙏🏽 🍵. https://t.co/4QkvVbLf3Y",2020-04-19 23:09:13,Thegreentealive,Instagram,1252011399141785600,https://twitter.com/statuses/1252011399141785600
Trump knew about the as early as the 2and Week of November. #Coronavirus,2020-04-19 23:09:11,NorsemanActual,Twitter for Android,1252011391344455681,https://twitter.com/statuses/1252011391344455681
"Someone stand up and ask why he's stoned in from of America and the world.  He's slurring, he is mumbling, he is lying.  He is high as  a kite.  What an epic embarrassment #Coronavirus",2020-04-19 23:09:11,Mamabea25134508,Twitter for Android,1252011391076175878,https://twitter.com/statuses/1252011391076175878
"#Coronavirus Trump keeps jumping around in the topics he is discussing, there doesn’t seem to be any organization in his message which is so disappointing.",2020-04-19 23:09:11,margo27015120,Twitter for iPhone,1252011389474013191,https://twitter.com/statuses/1252011389474013191
"#coronavirus

""Thousands of Israelis brave COVID-19 health risks to protest against Netanyahu""  https://t.co/6XEeVFsRwm",2020-04-19 23:09:09,MrMikeJacksonI1,Twitter for Android,1252011381152534533,https://twitter.com/statuses/1252011381152534533
"California’s catching up to Pennsylvania in confirmed cases & deaths. #coronavirus 

What does Springsteen say about a spark & fire?",2020-04-19 23:09:08,rayKarls,Twitter for iPhone,1252011376408657929,https://twitter.com/statuses/1252011376408657929
Trump start your rallies please #trumprAllysagain #Coronavirus,2020-04-19 23:09:04,Pillskill,Twitter for iPhone,1252011363251052546,https://twitter.com/statuses/1252011363251052546
People want information they are trapped in their homes many without jobs what we’re getting is a list of grievances which is tone death when you think about the devastation that has got our country #coronavirus #TrumpMeltdown,2020-04-19 23:09:02,henleyurban,Twitter for iPhone,1252011355168813057,https://twitter.com/statuses/1252011355168813057
"A thread on how WHO chief Dr. Tedros whitewashes #Iran's crimes during the #coronavirus pandemic.
https://t.co/pyjGK4myUT",2020-04-19 23:09:00,HeshmatAlavi,TweetDeck,1252011343617515520,https://twitter.com/statuses/1252011343617515520
Omg. STFU about China. This supposed to be about the #coronavirus and the sick and dying. Now we’re onto the democratic debate   10 minutes ago after cherry picked Cuomo vid u were asking for bi partisanship,2020-04-19 23:08:59,Redcherry311,Twitter for iPhone,1252011342577520641,https://twitter.com/statuses/1252011342577520641
"so we're now calling the #coronavirus a plague now, according to trump.

how very biblical. 

evangelicals, line 1.",2020-04-19 23:08:58,ellenink,Twitter for Android,1252011336990629890,https://twitter.com/statuses/1252011336990629890
"If President Trump doesn’t drink alcohol or take drugs and has not been diagnosed with a neurological disorder, what explains the content of this at times incoherent press conference?

#Coronavirus live: Trump holds briefing as governors ask for more help https://t.co/HReNl4GyOp",2020-04-19 23:08:58,Casenoter,Twitter for iPhone,1252011336684503040,https://twitter.com/statuses/1252011336684503040
Can we get the adults to the podium? I’ve had enough if Liddle Donnie’s “me me me” blathering. #TrumpPressConf #Coronavirus,2020-04-19 23:08:58,jungmark98,Twitter for iPhone,1252011336307027969,https://twitter.com/statuses/1252011336307027969
"Ok so those of us that sheltered in place as told, reentry is shocking 😳🤯😷😭😭 it will never go back.... I am sick to death of these other countries wrecking our freedoms !!!!! #coronavirus #lockdown",2020-04-19 23:08:57,LoraAnnIN,Twitter for Android,1252011332678926339,https://twitter.com/statuses/1252011332678926339
@moigovgh This is not the right decision to combat the spread of the #Coronavirus,2020-04-19 23:08:54,SylvesterBoat15,Twitter for Android,1252011320548880384,https://twitter.com/statuses/1252011320548880384
WATCH: The 5 teenage girls on this robotics team in Afghanistan are using spare parts from Toyotas to engineer a cheap ventilator device meant to save lives during the #coronavirus pandemic https://t.co/fNqtNPJuMd,2020-04-19 23:08:54,v_shakthi,Twitter for Android,1252011320112607233,https://twitter.com/statuses/1252011320112607233
"After this #Coronavirus season is over, When next #Nigeria🇳🇬 hears there is a virus anywhere else in the world that we have direct contact with, Whoever is NGRPresident🇳🇬 will lockdown the country as fast as he or she can OR simply quarantine any returning citizens & visitors!",2020-04-19 23:08:54,LadyFat59043142,Twitter Web App,1252011320062423050,https://twitter.com/statuses/1252011320062423050
"#CoronaVirus pandemic:

Globally total cases:
2,382,064
Deaths 
165,636 https://t.co/9uzydWQRyU",2020-04-19 23:08:54,farhanjimale,Twitter for iPhone,1252011318493745152,https://twitter.com/statuses/1252011318493745152
So many words yet I feel stupider #Coronavirus,2020-04-19 23:08:51,Mo_Honu,Twitter for iPhone,1252011307781353473,https://twitter.com/statuses/1252011307781353473
"His Administration was heavily involved in the WHO proceedings, which he has conveniently forgotten. #coronavirus",2020-04-19 23:08:51,katykrayb,Twitter for iPhone,1252011305285935105,https://twitter.com/statuses/1252011305285935105
"Can someone throw a shoe at him next time he's spreading misinformation...

You deserve it @realDonaldTrump 
#coronavirus #uscoronavirus https://t.co/fzItpIIZMa",2020-04-19 23:08:48,Jonattthanx,Twitter Web App,1252011296150753281,https://twitter.com/statuses/1252011296150753281
"@neiltyson What are you on about? What enemy? cardiovascular disease,  cancer... surely not this dumb #coronavirus I hope,  because in the US alone only 0.012% of all people have died, yet #lockdown is causing so much more pain due to sheer numbers alone",2020-04-19 23:08:48,martinvanstein,Twitter for Android,1252011295660019714,https://twitter.com/statuses/1252011295660019714
"@avrare #coronavirus are from polluted environments by mining #btc. People should be aware of this, both are made in China.",2020-04-19 23:08:48,Jaizai4,Twitter Web App,1252011292606566400,https://twitter.com/statuses/1252011292606566400
"Aside from playing rock shows and going to the gym, I think I’m gonna keep this quarantine thing going long after its suggested end.  #CoronaVirus",2020-04-19 23:08:47,5FDPChrisKael,Twitter for iPhone,1252011291096449024,https://twitter.com/statuses/1252011291096449024
"Need a hug during the #coronavirus pandemic? Facebook has a new feel-good reaction for that https://t.co/TtEm4WUrZE via @usatoday
Facebook is creating emotions. Amazing!",2020-04-19 23:08:42,TimCohn,Twitter Web Client,1252011269999247371,https://twitter.com/statuses/1252011269999247371
#coronavirus bad behavior en France? @France24_en https://t.co/2wtVXYlQA8,2020-04-19 23:08:42,jbmtweetz,Twitter for iPhone,1252011269927825409,https://twitter.com/statuses/1252011269927825409
"2 months on:

Having plundered hundreds of nations in the past 300 years, yet, the incompetent and corrupt English regime failed to stop #coronavirus despite having months to prepare! https://t.co/pcQNJBkwdl",2020-04-19 23:08:40,Iran_Military,Twitter for Android,1252011260323024896,https://twitter.com/statuses/1252011260323024896
Brett At FOX NEWS Is A Crap! Damn Chicken Shit!!!#Coronavirus,2020-04-19 23:08:35,Diane_Reid123,Twitter for iPhone,1252011241867968512,https://twitter.com/statuses/1252011241867968512
"The reason why the U.S. is so terrible at handling this #coronavirus outbreak is because we can’t blow it up. Oh, and Trump.",2020-04-19 23:08:35,erindiggity,Twitter for iPhone,1252011241742176257,https://twitter.com/statuses/1252011241742176257
#Coronavirus worst news conference ever all about you Donald duck,2020-04-19 23:08:35,debbieblackwell,Twitter Web App,1252011240882233344,https://twitter.com/statuses/1252011240882233344
"Trump: “I got elected by China, and well other countries too” facepalm #Coronavirus",2020-04-19 23:08:35,HellOnHeels33,Twitter for iPhone,1252011240249065472,https://twitter.com/statuses/1252011240249065472
"What the hell do these have to do with the #Coronavirus? These are self aggrandizing revisionist history Trump rallies. Want a coronavirus update, watch a real leader, @NYGovCuomo https://t.co/wMJsEaVSrC",2020-04-19 23:08:35,john94361518,Twitter for iPhone,1252011237904441347,https://twitter.com/statuses/1252011237904441347
"This quarantine has taught me one thing: what people have always described as Paradise would actually be Hell.

#TogetherAtHome #coronavirus",2020-04-19 23:08:32,AliOuneleOnce,Twitter for Android,1252011228861472768,https://twitter.com/statuses/1252011228861472768
"Why is @MSNBC still airing this mess? Unless there is significant news regarding COVID-19, stop airing. Trump is using this time to pat his back! It's an absolute waste of time! #Coronavirus",2020-04-19 23:08:32,NorsemanActual,Twitter for Android,1252011228496445440,https://twitter.com/statuses/1252011228496445440
Damn I can’t find this coverage on tv at all. No one wants to air this. Lol  #Coronavirus,2020-04-19 23:08:32,MzMoe204,Twitter for iPhone,1252011227481595904,https://twitter.com/statuses/1252011227481595904
"Best thing I have seen during difficult times of the #pandemic 
#coronavirus https://t.co/G3LSbiB24b",2020-04-19 23:08:29,sandipchakra,Twitter for iPhone,1252011216257658880,https://twitter.com/statuses/1252011216257658880
So another holiday ruined for us because of #coronavirus. Today is #GreekEaster  which we normally would have been celebrating with my husband's side of the family today. I hope we get back to normal soon and Christos Anesti to my friends who celebrate,2020-04-19 23:08:29,MelissaY1,Twitter for Android,1252011216156930048,https://twitter.com/statuses/1252011216156930048
Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/E7V4NJN6lf,2020-04-19 23:08:27,Richard62912272,Twitter for iPhone,1252011206401015812,https://twitter.com/statuses/1252011206401015812
Which is more likely a cure for #covid19 #coronavirus ?:,2020-04-19 23:08:26,whitemantisFoF,Twitter Web App,1252011203355869184,https://twitter.com/statuses/1252011203355869184
"Truth be said...
.
#coronavirus #COVID https://t.co/kJLem08ugc",2020-04-19 23:08:22,Krishnendukes,Twitter for Android,1252011186352160768,https://twitter.com/statuses/1252011186352160768
Am I tripping or is this alligator hoarding it’s own bottle of hand soap? #coronavirus #Nola https://t.co/wQIfcWKnXe https://t.co/WckkLwg0i8,2020-04-19 23:08:22,iimaginefreedom,Twitter for iPhone,1252011184972333056,https://twitter.com/statuses/1252011184972333056
Now @realDonaldTrump is saying he knew about the #coronavirus before he made the trade deal with China. And again he is falsely stating it is China paying the tariffs. #TrumpIsInsane,2020-04-19 23:08:22,CindysMomtwitch,Twitter Web App,1252011184716480514,https://twitter.com/statuses/1252011184716480514
Sounds like @realDonaldTrump is coming down with a cold. He's definitely sniffing and slurping more than usual. Here's to hoping! 🙄 #coronavirus #CaptainTrumps,2020-04-19 23:08:20,njsmith71880,Twitter for Android,1252011175790948357,https://twitter.com/statuses/1252011175790948357
"So President Trump just called COVID for what it is.
A Plague.
#coronavirus",2020-04-19 23:08:19,ifysle,Twitter for Android,1252011171525386243,https://twitter.com/statuses/1252011171525386243
"Thank God I missed it!
 Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/aNEbjz91W1",2020-04-19 23:08:16,AW60,Twitter for iPhone,1252011160897019908,https://twitter.com/statuses/1252011160897019908
Queensland’s Premier @AnnastaciaMP with the latest coronavirus update. https://t.co/ly4o1sVyAG #coronavirus #7NEWS https://t.co/v1uhUOsYf1,2020-04-19 23:08:16,7NewsBrisbane,Periscope,1252011159344971776,https://twitter.com/statuses/1252011159344971776
"SO, IS TRUMP'S PLAN TO COMBAT THE #CORONAVIRUS TO QUARANTINE PEOPLE IN MILITARY INTERNMENT CAMPS AS WE DID TO THE JAPANESE?

The US military has set up 15 coronavirus quarantine camps on its bases in anticipation of future cases.  https://t.co/CNftyNZR4s 03
#Resist",2020-04-19 23:08:14,TomthunkitsMind,The Social Jukebox,1252011152667742215,https://twitter.com/statuses/1252011152667742215
"Beware of false and misleading information on the internet during the pandemic. This is a joke meme, that gives evolutionary insight into natural selection, fundamental detail of how everything came to be. #coronavirus #covid19 https://t.co/XSZDpjo0N8",2020-04-19 23:08:11,mujunaeem,Twitter for iPhone,1252011137685585920,https://twitter.com/statuses/1252011137685585920
I see he listened to @piersmorgan today. Not .#Coronavirus,2020-04-19 23:08:10,LucilleLuluone,Twitter for iPhone,1252011135844433926,https://twitter.com/statuses/1252011135844433926
"No thank you, they lie!  #Coronavirus",2020-04-19 23:08:10,Emilyisadem_,Twitter for iPhone,1252011134208573440,https://twitter.com/statuses/1252011134208573440
"Take Trump off we don’t want to hear him,there nothing new .He keeps rehashingsame old song and dance.#Coronavirus",2020-04-19 23:08:10,mhasegawa88,Twitter for iPhone,1252011133159895040,https://twitter.com/statuses/1252011133159895040
@atrupar And we woulda had much much less if trump had acted in February or earlier when he was given intel on #coronavirus.,2020-04-19 23:08:06,AngryFedupVtr,Twitter for iPhone,1252011118962376709,https://twitter.com/statuses/1252011118962376709
"Sweet christ, man! Just tell us about issues with the virus! You blathering carrot!

@realDonaldTrump 

#coronavirus #PressConference",2020-04-19 23:08:06,RichardAllenRH,Twitter Web App,1252011117804761088,https://twitter.com/statuses/1252011117804761088
"I'm a mom of a high schooler.  Can the state have it both ways? Shut down schools and also assign homework? I say if school is shut down, school is shut down.  Like summer. There are at least 2 religions in my area that aren't even supposed to use computers.  #coronavirus",2020-04-19 23:08:04,kaa_skk,Twitter Web App,1252011108874907648,https://twitter.com/statuses/1252011108874907648
"trump just said he’s gonna read something he saw on TV. I find hard to think that, Trump is working while watching TV #coronavirus #CoronaVirusUpdate",2020-04-19 23:07:59,iAmStafford,Twitter for iPhone,1252011090776666113,https://twitter.com/statuses/1252011090776666113
"@ddale8 Meanwhile in Washington state, #MAGAts are spreading #coronavirus willy nilly. https://t.co/lZtmN4OOcG",2020-04-19 23:07:59,befem00,Twitter for Android,1252011088180383750,https://twitter.com/statuses/1252011088180383750
@cityoftoronto Ya vol mein fuhrer!! #coronavirus is a fantastic opportunity to brainwash the citizenry against one another. Neighbors will fight neighbors! Businesses will fight businesses! The 4th Reich will have the final say! https://t.co/ORQuqBn3CJ,2020-04-19 23:07:57,toxfbc,TweetDeck,1252011081486053376,https://twitter.com/statuses/1252011081486053376
How GM and Ford switched out pickup trucks for breathing machines #coronavirus  https://t.co/WTgqrbdQ6o,2020-04-19 23:07:50,awhanmohanty,Twitter for iPhone,1252011050196783104,https://twitter.com/statuses/1252011050196783104
.@Saudi_Airlines #Coronavirus Repatriation Flight Receives Warm Welcome Home In #Jeddah https://t.co/mrvJThIx5N,2020-04-19 23:07:49,Andy007_SR_A,Twitter for Android,1252011047331999745,https://twitter.com/statuses/1252011047331999745
"""Testicles may make men more vulnerable to #Coronavirus: study"" https://t.co/B1yLzulXZj",2020-04-19 23:07:45,dailydigger19,Twitter Web App,1252011031376863233,https://twitter.com/statuses/1252011031376863233
"“I love that this is bipartisan. That’s how it should be. It shouldn’t be about politics. By the way, the Democrats never talked about the virus in their debate.” #coronavirus #TrumpPressConf",2020-04-19 23:07:44,EdGreenberger,Twitter for iPhone,1252011023952986115,https://twitter.com/statuses/1252011023952986115
WATCH: The Great Pyramids of Egypt lit up with a #coronavirus safety message as they celebrated World Heritage Day April 18th https://t.co/vtxSLBx8ee,2020-04-19 23:07:41,v_shakthi,Twitter for Android,1252011015111241728,https://twitter.com/statuses/1252011015111241728
"The sentence structure could've been redone a bit here.

#60Minutes #coronavirus https://t.co/SPxDzKqvfR",2020-04-19 23:07:41,martinkenj,Twitter for Android,1252011012494110720,https://twitter.com/statuses/1252011012494110720
The next time some white guy thinks he has a right to regulate women's bodies.  #STFU  #coronavirus https://t.co/ZAjmq32Xag,2020-04-19 23:07:39,nancystaack,Twitter Web App,1252011005091053568,https://twitter.com/statuses/1252011005091053568
"#coronavirus
Points of criticism seem both fair and to do with fundamental issues. 

People are concerned about folk being too critical now, in the midst of this crisis.
This scrutiny is however extremely important to help find the best way forward.

https://t.co/gQOwIecakM",2020-04-19 23:07:36,WilVoitus,Twitter for Android,1252010994391539712,https://twitter.com/statuses/1252010994391539712
"More than 700 doctors, nurses and other healthcare workers in the country have contracted #coronavirus disease, the Department of Health said Friday in what is a three-fold increase from the number it reported last week. #covid19ph https://t.co/Q587Xbfv8K",2020-04-19 23:07:36,MyTradePH,Twitter Web Client,1252010993711894528,https://twitter.com/statuses/1252010993711894528
#Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/vzeRPnCzOd,2020-04-19 23:07:36,bgalindo74,Twitter for iPhone,1252010990486589443,https://twitter.com/statuses/1252010990486589443
"Pres Trump: Recounts having made trade deals, NAFTA ""worst trade deal ever made."" Reads part of story saying virus wasn't mentioned in Feb 17 Dem debate among presidential nominees. #Trump #coronavirus @anthonymace",2020-04-19 23:07:35,MaceNewsMacro,Twitter Web App,1252010986795446273,https://twitter.com/statuses/1252010986795446273
"This is the most insightful and relevant account of the #coronavirus pandemic and the various responses yet.

https://t.co/ihSVRaPsSU

Many times I've tried to make the same points here but when people saw ''herd immunity'' I almost got my nose chopped off.

Please listen.",2020-04-19 23:07:34,JohnMurphy51,Twitter Web App,1252010985705148418,https://twitter.com/statuses/1252010985705148418
"Florida blocks COVID-19 information from public as Gov. Ron DeSantis touts transparency https://t.co/WlVc1SPI3b 

#Coronavirus #COVID19",2020-04-19 23:07:32,john_kreuzer,Twitter Web App,1252010977744183296,https://twitter.com/statuses/1252010977744183296
"Trump is now reading this during the briefing, leaving out all the comments he made during February to downplay the #Coronavirus. https://t.co/odm1oeVhYT",2020-04-19 23:07:28,weijia,Twitter for iPhone,1252010958945427459,https://twitter.com/statuses/1252010958945427459
"And just like that we have more ventilators than needed and are arranging shipments to other nations with critical shortages...
#Ventilators #coronavirus",2020-04-19 23:07:22,MikeMcartyglass,Twitter for Android,1252010934186455040,https://twitter.com/statuses/1252010934186455040
Didn’t I JUST do the fucking dishes? #coronavirus,2020-04-19 23:07:12,BeardMonks,Twitter for iPhone,1252010890750234624,https://twitter.com/statuses/1252010890750234624
"Potential #coronavirus treatments could be made for as little as $1, according to an analysis of 9 drugs in clinical trials https://t.co/bLgCAgSxSb",2020-04-19 23:07:10,v_shakthi,Twitter for Android,1252010881933688832,https://twitter.com/statuses/1252010881933688832
"Stay strong during #coronavirus 

https://t.co/MEBVlxonmL",2020-04-19 23:07:03,MikeRobbLMHC,Twitter for iPhone,1252010852343037957,https://twitter.com/statuses/1252010852343037957
This has NOTHING to do with the #Coronavirus.... Where are the experts????,2020-04-19 23:06:59,kysh917,Twitter for Android,1252010838497677312,https://twitter.com/statuses/1252010838497677312
"@bigredwavenow #CovFeFe #CoronaVirus 😂
Geez...So many “folks” with blood/iron/ferritin problems...wonder what’s their deal 😂 https://t.co/mWs2e2OTwU",2020-04-19 23:06:57,KikiTBird,Twitter for iPhone,1252010830255841283,https://twitter.com/statuses/1252010830255841283
"""There are patients that touch your soul.""

Nurse Cristina Settembrese tells how her life has been affected while working on the frontlines of the fight against #coronavirus in Milan https://t.co/JHOsdjoDqU",2020-04-19 23:06:56,v_shakthi,Twitter for Android,1252010825755193346,https://twitter.com/statuses/1252010825755193346
Why does @CNN have Michael Phelps on as a #coronavirus expert? https://t.co/iB6QrVnxLg,2020-04-19 23:06:55,DoodyGiuliani1,Twitter for Android,1252010819543539713,https://twitter.com/statuses/1252010819543539713
"OK, they are saying the #coronavirus wasn't intentionally released . Then tell me why China had a high powered General there to try to get it under control. It is because they found out what it can do in a controlled environment. Then it was time to attack the world!!",2020-04-19 23:06:55,SR1DD,Twitter Web App,1252010819090550786,https://twitter.com/statuses/1252010819090550786
"41,000 dead in the #USA #coronavirus",2020-04-19 23:06:51,louisesdad,Twitter Web App,1252010803798192133,https://twitter.com/statuses/1252010803798192133
The numbers keep increasing minute by minute... 😢😢 His please  take control #coronavirus,2020-04-19 23:06:50,uniquemoore,Twitter for Android,1252010797536026624,https://twitter.com/statuses/1252010797536026624
"""I am tough.""

Meet Anna Fortunato, a 90-year-old #coronavirus survivor https://t.co/DP7rhU19aV",2020-04-19 23:06:43,v_shakthi,Twitter for Android,1252010768985239552,https://twitter.com/statuses/1252010768985239552
"Yes, this article was BEFORE the #coronavirus.  Using the virus to coverup his gross incompetence? #GovCuomo 

Blame Cuomo for New York’s Medicaid crisis https://t.co/LdqW7SrEZD via @nypost",2020-04-19 23:06:42,Amarilexa,Twitter for iPad,1252010766422728704,https://twitter.com/statuses/1252010766422728704
"@POTUS : ""We're not happy this is not a good thing that happened. We made a good deal with China but all of that has to be taken into account.....  So many other countries are shattered! ""

#coronavirus task force",2020-04-19 23:06:40,dude_america,Twitter Web App,1252010758126395394,https://twitter.com/statuses/1252010758126395394
"40,000 deaths...from #Coronavirus https://t.co/Xrj9awTwfb",2020-04-19 23:06:37,rweingarten,Twitter for iPad,1252010745769988096,https://twitter.com/statuses/1252010745769988096
W.H.O Warn Trump But He Only Listens To Himself!!! #Coronavirus,2020-04-19 23:06:35,Diane_Reid123,Twitter for iPhone,1252010737935028230,https://twitter.com/statuses/1252010737935028230
".@POTUS Trump says he let China & President Xi know, ""I'm not happy"" with #coronavirus spreading out from Wuhan, causing deaths around the world & shattering economies, ""it's very, very sad.""",2020-04-19 23:06:35,9Joe9,Twitter Web App,1252010737540706304,https://twitter.com/statuses/1252010737540706304
"Oh Ghana why? Are we fighting #coronavirus or #lockdown ?
It’s never curse Buh in two weeks time we gone face our careless .... https://t.co/gQlwNI0ZWD",2020-04-19 23:06:35,Blarq1,Twitter for iPhone,1252010735581962246,https://twitter.com/statuses/1252010735581962246
"Almost 1,500 #Coronavirus-related deaths (40,500 total) and more than 13,500 patients in critical condition just for one day in US.
https://t.co/38n9YfXS0o",2020-04-19 23:06:32,Makarov_Igor,Twitter Web App,1252010724659953670,https://twitter.com/statuses/1252010724659953670
"Check it out folks.
#Coronavirus 
https://t.co/V5Br2fHUjm",2020-04-19 23:06:26,Bayabori,Twitter for Android,1252010700463058944,https://twitter.com/statuses/1252010700463058944
How can you blame the government for every single #coronavirus death? https://t.co/llVy2bcvJ1,2020-04-19 23:06:26,MatthewRose86,Twitter for Android,1252010696809865218,https://twitter.com/statuses/1252010696809865218
Esplorare terre incognite #coronavirus Does #Covid19 Infection Equal Immunity? https://t.co/sKbeKT8spy,2020-04-19 23:06:21,paoloigna1,Twitter for Android,1252010678443008008,https://twitter.com/statuses/1252010678443008008
"Trump’s draws lesson from #Coronavirus: 

“Its very very sad. But if we’ve learned something, it’s about supply chains.”",2020-04-19 23:06:16,jeffnews,Twitter for iPad,1252010655261118472,https://twitter.com/statuses/1252010655261118472
"From bears to kangaroos to coyotes, animals across the globe are roaming free while humans stay inside due to #coronavirus https://t.co/2sqvFKqcmL",2020-04-19 23:06:15,v_shakthi,Twitter for Android,1252010653096669184,https://twitter.com/statuses/1252010653096669184
"Don’t take my word for it, listen to @realDonaldTrump describe the reality of #COVIDー19 at today’s #coronavirus briefing & why shutting down has saved countless lives in our nation. “It’s not the same thing as the flu at all... it’s a much different death, this is violent” https://t.co/gPAO5CJ4z6",2020-04-19 23:06:14,JGilliam_SEAL,Twitter for iPhone,1252010648491503616,https://twitter.com/statuses/1252010648491503616
"International lockdowns because of the #coronavirus have disrupted the commercial fishing industry, meaning decimated marine life is getting a chance to recover.

Read more in @business: https://t.co/MeivbICQvV https://t.co/cXx086pVNB",2020-04-19 23:06:12,QuickTake,SocialFlow,1252010641390481408,https://twitter.com/statuses/1252010641390481408
"#Coronavirus Why are so many COVID-19 patients also seeing blood clots? -In Spain among the hardest-hit nations, clotting cases have become so prevalent in novel coronavirus patients that doctors treat individuals with therapeutic doses of anticoagulati
- https://t.co/juftfjFHK5",2020-04-19 23:06:07,lourdesbaeza,Twitter for Android,1252010620087664645,https://twitter.com/statuses/1252010620087664645
"@BenjaminRaber The lies. It's documented that officials in China alerted WHO in Dec 2019, and CDC knew in Jan 2020 of #coronavirus cases. But I guess FOX counts on their audience not caring, and blatently disregard the truth themselves.
 https://t.co/S53WARVG3S

https://t.co/WQOYhL6eVN",2020-04-19 23:06:05,namenzie,Twitter for Android,1252010611283812352,https://twitter.com/statuses/1252010611283812352
"@labourlewis You sad, little, pointless man...

#Boris has had #Coronavirus which he is recovering, your lot haven't won an election since 2005...

Now that's ""missing"" 😂😂😂",2020-04-19 23:06:03,sgrmuk,Twitter for Android,1252010603415244800,https://twitter.com/statuses/1252010603415244800
"As the #coronavirus puts essential workers at risk, protests and strikes are becoming more common across America. But what could this wave of worker action mean for labor rights after the pandemic recedes?

Read more via @business: https://t.co/iRtMjW6sql https://t.co/ztqimgeSZU",2020-04-19 23:06:03,v_shakthi,Twitter for Android,1252010600923713536,https://twitter.com/statuses/1252010600923713536
#coronavirus Update on the ending of COVID-19 (coronavirus) COVID-19 (coronavirus) will end late June to early July.,2020-04-19 23:06:02,FireteamLLC,Twitter Web App,1252010599183200258,https://twitter.com/statuses/1252010599183200258
5 lessons we must take from the coronavirus pandemic https://t.co/xk12tHkcJp #coronavirus #COVID19 https://t.co/drfyZ2AayO,2020-04-19 23:06:02,SarayaWorldwide,Buffer,1252010596171755525,https://twitter.com/statuses/1252010596171755525
Don’t we get a day of rest from Blowhard Donny? #Coronavirus,2020-04-19 23:06:00,mcj2031,Twitter for iPhone,1252010589909594112,https://twitter.com/statuses/1252010589909594112
